user_id,days_passed_last_trip,days_passed_last_dropoff_trip,days_passed_last_failed_trip,days_passed_last_rider_cancel_trip,days_passed_last_driver_cancel_trip,numbers_of_dropoff_trips_last9m,numbers_of_failed_trips_last9m,numbers_of_trips_canceled_by_rider_last9m,numbers_of_trips_canceled_by_driver_last9m,numbers_of_trips_charged_cancelation_fee_last9m,total_spending_last9m,total_cancelation_fee_last9m,total_distance_last9m,total_duration_last9m,avg_distance_last9m,avg_duration_last9m,avg_rider_score_last9m,is_last_trip_dropoff,is_last_trip_failed,is_last_trip_canceled_by_rider,is_last_trip_canceled_by_driver,label
22887d92599776d176c1a7caa1dc7245,113,113.0,0.0,135.0,0.0,2,0,1,0,0,14826.0,0.0,28370.0,326.0,0.0,0.0,2.5,1,0,0,0,0
235d1e4ff71f792b0c30f6201c7750ba,119,119.0,0.0,0.0,119.0,1,0,0,1,0,6949.0,0.0,20630.0,1416.0,10315.0,708.0,5.0,1,0,0,1,0
23be2836bd1f20bf05c9ffa3aa65444c,224,224.0,0.0,0.0,0.0,1,0,0,0,0,1700.0,0.0,5207.0,39.0,5207.0,39.0,5.0,1,0,0,0,1
23be2836bd1f20bf05c9ffa3aa65deb7,202,202.0,0.0,224.0,0.0,2,0,1,0,0,12291.0,0.0,35715.0,436.0,3540.0,82.0,5.0,1,0,0,0,1
23be2836bd1f20bf05c9ffa3aa678b17,208,208.0,0.0,0.0,0.0,1,0,0,0,0,4102.0,0.0,12820.0,0.0,12820.0,0.0,5.0,1,0,0,0,1
23be2836bd1f20bf05c9ffa3aa6e2d15,175,175.0,0.0,0.0,0.0,3,0,0,0,0,11079.0,0.0,26434.0,3143.0,8758.0,657.0,5.0,1,0,0,0,0
23be2836bd1f20bf05c9ffa3aa70ac6e,219,0.0,0.0,219.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.663370363448667,0,0,1,0,1
2552bc0a93fe2ff066d2d46f271d7d95,206,206.0,0.0,207.0,209.0,8,0,2,1,0,29631.0,0.0,79132.0,5170.0,9390.0,449.0,4.375,1,0,0,0,0
2567bce44b7b5ec0fa4311c5b2651508,99,99.0,0.0,103.0,166.0,33,0,12,1,1,92837.0,1000.0,157200.0,38662.0,2765.0,130.0,4.944444444444445,1,0,0,0,0
2567bce44b7b5ec0fa4311c5b2665e03,94,94.0,0.0,98.0,0.0,3,0,2,0,0,12935.0,0.0,39710.0,342.0,3730.0,0.0,3.6666666666666665,1,0,0,0,0
257410d776bd45eb2ef74ef4695d323e,246,246.0,0.0,0.0,0.0,1,0,0,0,0,5881.0,0.0,17163.0,467.0,17163.0,467.0,5.0,1,0,0,0,1
2679b32501c3f1b551efb00116b40d52,131,0.0,0.0,131.0,0.0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.663370363448667,0,0,1,0,1
26b087545abfe1d501c116f26d0e5da0,92,0.0,0.0,92.0,0.0,0,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,4.663370363448667,0,0,1,0,1
